Nazwa,Lokalizacja,Paliwo,Rok,Cena,Przebieg,Pojemnosc,marka,model
Opel Astra V 1.2 T Elegance S&S,Gniezno,Benzyna,2020,35800,42000,1199,Opel,Astra
BMW Seria 5 525d xDrive Luxury Line,Warszawa,Diesel,2016,111900,74000,1995,BMW,Seria 5
Volvo V60 Cross Country Plus B5 B AWD,Toruń,Benzyna,2023,224200,1,1969,Volvo,V60
Jeep Renegade 1.6 MultiJet Longitude FWD S&S,Nowy Targ,Diesel,2022,112250,1,1598,Jeep,Renegade
Hyundai i20 1.0 T-GDi Comfort DCT,Grójec,Benzyna,2022,82800,21000,998,Hyundai,i20
Volkswagen Tiguan 2.0 TSI 4Mot Sport DSG,Gdańsk,Benzyna,2010,51500,130690,1984,Volkswagen,Tiguan
Volvo V60,Kraków,Diesel,2021,149900,31722,1998,Volvo,V60
Volvo S90 D4 AWD Momentum,Wysogotowo,Diesel,2018,49999,113000,,Volvo,S90
Kia Ceed Cee'd 1.6 CRDi M,Lesznowola,Diesel,2012,24900,249362,1582,Kia,Ceed
Citroën C5 II 1.6 HDi Impress Pack,Stężyca,Diesel,2005,6000,331500,1560,Citroën,C5
Mazda 3 1.6 Exclusive,Ignatki-Osiedle,Benzyna+LPG,2012,31900,146000,1598,Mazda,3
Volvo S90 D4 AWD Momentum,Wysogotowo,Diesel,2018,49999,113000,1969,Volvo,S90
Volkswagen Passat 1.5 TSI EVO Business,Wysogotowo,Benzyna,2020,52599,128000,1498,Volkswagen,Passat
Nissan Qashqai 1.2 DIG-T N-Connecta Xtronic,Wysogotowo,Benzyna,2018,43800,70200,1197,Nissan,Qashqai
Volkswagen Touran 2.0 TDI BMT Comfortline DSG,Stara Kamienica,Diesel,2018,79997,119123,1968,Volkswagen,Touran
Honda CR-V,Kraków,Benzyna,2017,95900,36390,1498,Honda,CR-V
Ford Focus 2.0 16V Ghia,Praszka,Benzyna,2008,18800,205058,1999,Ford,Focus
Cupra Leon 2.0 TSI 4Drive VZ DSG,Katowice,Benzyna,2023,224000,7,1984,DS,0
Seat Leon ST 1.4 TSI Start&Stop FR,Gostyń,Benzyna,2017,45900,149000,1395,Seat,Leon
Peugeot 308,Wieliczka,Diesel,2009,7000,240000,1560,Peugeot,308
Opel Meriva 1.3 CDTI Cosmo,Sochaczew,Diesel,2009,11900,185000,1248,Opel,Meriva
Volvo V50 1.6D,Toruń,Diesel,2006,13900,320000,1560,Volvo,V50
Toyota Camry,Modlnica,Hybryda,2021,157850,36552,2487,Toyota,Camry
Ford Focus,Pabianice,Benzyna,2007,17900,91892,,Ford,Focus
Renault Clio 1.5 dCi Energy Limited,Gniezno,Diesel,2016,33800,154000,,Renault,Clio
MINI Cooper SE,Warszawa,Elektryczny,2023,186000,5,1969,MINI,0
Volvo V90,Warszawa,Hybryda,2019,209900,62067,1950,Volvo,V90
Mitsubishi Outlander 2.4 Intense (lea),Puławy,Benzyna,2003,16900,142100,999,Mitsubishi,Outlander
Kia Stinger 2.0 T-GDI GT Line,Kielce,Benzyna+LPG,2018,135000,90223,1995,Kia,Stinger
Dacia Duster 1.0 TCe Journey,Kalisz,Benzyna,2023,88999,5,,Dacia,Duster
BMW Seria 2,Falenty,Diesel,2022,179900,8650,,BMW,Seria 2
Cupra Formentor 2.0 TSI 4Drive DSG,Katowice,Benzyna,2023,190600,7,1984,DS,0
Opel Astra III 1.7 CDTI Enjoy,Długołęka,Diesel,2007,8900,262025,1686,Opel,Astra
Opel Vectra 1.9 CDTI Comfort,Wilków,Diesel,2006,4500,270000,1910,Opel,Vectra
Ford Focus,Łask,Diesel,2018,37500,173000,1560,Ford,Focus
Audi A6 40 TDI mHEV S tronic,Gdańsk,Diesel,2019,134900,83456,1968,Audi,A6
Volvo V40 D2 Drive-E Kinetic,Kraków,Diesel,2018,58900,184216,1969,Volvo,V40
Volkswagen Tiguan 2.0 TSI 4Mot Comfortline DSG,Poznań,Benzyna,2019,129900,50873,1984,Volkswagen,Tiguan
DS Automobiles DS 4 1.2 PureTech Performance Line,Kraków,Benzyna,2023,162077,1,1199,DS,0
Microcar M.GO,Ziębice,Diesel,2010,19900,59762,493,Pozostałe,0
Chevrolet Corvette 5.7,Zgierz,Benzyna,2003,112000,229000,5666,Chevrolet,0
Honda Odyssey,Kraków,Benzyna,2004,29900,137414,3471,Honda,0
Renault Megane,Wołomin,Benzyna+LPG,2011,26500,148000,1598,Renault,Megane
Dacia Sandero,Łódź,Benzyna+LPG,2021,62900,82000,999,Dacia,Sandero
Maserati Grecale,Katowice,Benzyna,2022,113777,5,1995,Maserati,0
Skoda Superb 2.0 TDI 4x4 Ambition DSG,Kraków,Diesel,2013,46800,176000,1968,Skoda,Superb
Volkswagen Golf,Chorzów,Benzyna,2019,66900,48000,999,Volkswagen,Golf
Opel Astra 1.7 CDTI DPF Sports Tourer Style,Dębowiec,Diesel,2013,32900,168370,1686,Opel,Astra
Cupra Formentor 2.0 TSI 4Drive DSG,Katowice,Benzyna,2023,190600,7,1910,DS,0
Opel Vectra 1.9 CDTI Comfort,Wilków,Diesel,2006,4500,270000,1686,Opel,Vectra
Opel Astra III 1.7 CDTI Enjoy,Długołęka,Diesel,2007,8900,262025,1968,Opel,Astra
Audi A6 40 TDI mHEV S tronic,Gdańsk,Diesel,2019,134900,83456,1560,Audi,A6
Ford Focus,Łask,Diesel,2018,37500,173000,1969,Ford,Focus
Microcar M.GO,Ziębice,Diesel,2010,19900,59762,,Pozostałe,0
Lexus LX,Kraków,Benzyna,2023,179000,30,3564,Lexus,0
Cadillac XTS,Aleksandrów Łódzki,Benzyna,2013,57700,123000,1598,Cadillac,0
Skoda Octavia,Wola Władysławowska,Diesel,2017,60900,135000,3456,Skoda,Octavia
Lexus RX,Poznań,Hybryda,2017,189900,119062,1997,Lexus,0
Ford S-Max,Gdańsk,Diesel,2017,78900,136747,1998,Ford,0
BMW 3GT 330i xDrive M Sport sport,Warszawa,Benzyna,2019,154739,85000,998,BMW,0
Hyundai i20 1.0 T-GDi Pure,Warszawa,Benzyna,2023,74300,1,1197,Hyundai,i20
Renault Scenic ENERGY TCe 130 BOSE EDITION,Białobrzegi,Benzyna+LPG,2014,34900,216000,1971,Renault,Scenic
Mercedes-Benz W123,Nowy Tomyśl,Diesel,1971,33300,118675,1969,Mercedes-Benz,0
Volvo XC 90 D5 AWD Momentum,Warszawa,Diesel,2019,219900,63000,2979,Volvo,0
Maserati Levante,Katowice,Benzyna,2022,159000,15000,1950,Maserati,Levante
Mercedes-Benz Klasa E 220 d 4-Matic 9G-TRONIC,Warszawa,Diesel,2019,187900,70000,1998,Mercedes-Benz,0
Hyundai i30 N Fastback 2.0 T-GDI Performance,Łódź,Benzyna,2019,113000,62000,1329,Hyundai,i30
Toyota Auris 1.33 VVT-i Active,Starachowice,Benzyna,2014,42900,106350,1969,Toyota,Auris
Volvo V40 T2 Drive-E Kinetic,Łask,Benzyna,2016,53700,85000,1995,Volvo,V40
BMW Seria 3 318d DPF Touring Edition Sport,Warszawa,Diesel,2010,20900,294000,1332,BMW,Seria 3
Toyota Starlet 1.4,Warszawa,Benzyna,1998,3850,197000,1997,Toyota,0
Ford Kuga 2.0 TDCi 4x4 Black & Silver,Rzeszów,Diesel,2017,89900,142554,,Ford,Kuga
Audi A6 3.0 TDI Quattro Tiptronic,Chwaszczyno,Diesel,2015,109499,196000,2967,Audi,A6
Fiat Panda,Tomaszów Mazowiecki,Benzyna,2009,12900,178268,1242,Fiat,Panda
Opel Astra 1.7 CDTI DPF Sports Tourer Style,Dębowiec,Diesel,2013,32900,48000,2000,Opel,Astra
Volkswagen Golf,Chorzów,Benzyna,2019,66900,197000,1968,Volkswagen,Golf
Ford S-Max,Szczecin,Benzyna,2011,38999,245451,1984,Ford,0
Skoda Superb 2.0 TDI Comfort,Stadła,Diesel,2012,42700,289200,1956,Skoda,Superb
Volkswagen Golf V 2.0 TSI GTI,Bydgoszcz,Benzyna,2005,15900,241000,1598,Volkswagen,Golf
Opel Insignia 2.0 CDTI Edition,Warszawa,Diesel,2017,37900,117123,1199,Opel,Insignia
MINI Countryman Cooper S All4,Stara Kamienica,Benzyna,2010,44999,2,1987,MINI,0
Citroën C3 1.2 PureTech Shine EAT6,Rybnik,Benzyna,2023,94800,99195,6059,Citroën,C3
Lexus UX,Katowice,Hybryda,2019,144900,77922,998,Lexus,0
Dodge Challenger 6.1 SRT8,Espalion,Benzyna,2012,29900,20000,5461,Dodge,0
Hyundai i20 1.0 T-GDi Comfort DCT,Grójec,Benzyna,2022,82800,283000,999,Hyundai,i20
Mercedes-Benz Klasa S 500 4-Matic,Lublin,Benzyna,2009,59900,20000,1968,Mercedes-Benz,0
Ford Puma 1.0 EcoBoost ST-Line X,Włocławek,Benzyna,2020,93900,162780,,Ford,Puma
Ford S-Max,Gdańsk,Diesel,2017,78900,136747,998,Ford,0
Hyundai i20 1.0 T-GDi Pure,Warszawa,Benzyna,2023,74300,1,1998,Hyundai,i20
BMW 3GT 330i xDrive M Sport sport,Warszawa,Benzyna,2019,154739,85000,1197,BMW,0
Mercedes-Benz W123,Nowy Tomyśl,Diesel,1971,33300,118675,1950,Mercedes-Benz,0
Mercedes-Benz Klasa E 220 d 4-Matic 9G-TRONIC,Warszawa,Diesel,2019,187900,70000,,Mercedes-Benz,0
Opel Insignia 2.0 CDTI Sports Tourer ecoFLEX,Łysomice,Diesel,2012,25900,200000,1956,Opel,Insignia
Mercedes-Benz Klasa S 500 4-Matic,Lublin,Benzyna,2009,59900,20000,,Mercedes-Benz,0
Ford Kuga 2.0 TDCi 4x4 Black & Silver,Rzeszów,Diesel,2017,89900,142554,1968,Ford,Kuga
Audi A4 Avant 2.0 TDI DPF Ambiente,Puławy,Diesel,2011,35400,228400,1796,Audi,A4
Skoda Octavia 2.0 TDI Elegance,Czaniec,Diesel,2011,22000,299000,999,Skoda,Octavia
Mercedes-Benz EQA 250 Electric Art,Wrocław,Elektryczny,2023,252000,5,3300,Mercedes-Benz,0
Ford Focus 1.0 EcoBoost Trend,Baranowo,Benzyna,2018,58500,107336,1328,Ford,Focus
Renault Zoe,Warszawa,Elektryczny,2023,194200,20,1997,Renault,0
Toyota Land Cruiser,Kraków,Diesel,2022,135000,100000,1995,Toyota,0
Suzuki Swift 1.3 Club,Kąty Opolskie,Benzyna,2009,22999,148000,1968,Suzuki,Swift
Peugeot 3008 2.0 BlueHDi Style,Wilkowice,Diesel,2016,78777,5,,Peugeot,3008
Maserati Grecale,Katowice,Benzyna,2022,113777,176000,,Maserati,0
Mercedes-Benz W123,Nowy Tomyśl,Diesel,1971,33300,118675,,Mercedes-Benz,0
Ford S-Max,Szczecin,Benzyna,2011,38999,245451,1598,Ford,0
Skoda Superb 2.0 TDI Comfort,Stadła,Diesel,2012,42700,117123,1984,Skoda,Superb
MINI Countryman Cooper S All4,Stara Kamienica,Benzyna,2010,44999,289200,1956,MINI,0
Volkswagen Golf V 2.0 TSI GTI,Bydgoszcz,Benzyna,2005,15900,241000,1199,Volkswagen,Golf
Opel Insignia 2.0 CDTI Edition,Warszawa,Diesel,2017,37900,2,1987,Opel,Insignia
Lexus LX,Kraków,Benzyna,2023,179000,30,,Lexus,0
Cadillac XTS,Aleksandrów Łódzki,Benzyna,2013,57700,123000,,Cadillac,0
Renault Kadjar 1.2 Energy TCe Intens,Radostów Średni,Benzyna,2015,53200,112000,1197,Renault,Kadjar
Opel Insignia 1.5 T GPF Innovation S&S,Konin,Benzyna,2018,65950,69000,1490,Opel,Insignia
Mercedes-Benz Klasa E,Gniezno,Benzyna,2013,79900,144000,1991,Mercedes-Benz,0
Volkswagen Touran,Łąg,Diesel,2022,26900,165000,1968,Volkswagen,Touran
Toyota Land Cruiser,Kraków,Benzyna,2023,54000,50,3956,Toyota,0
Mazda 6,Pabianice,Benzyna,2018,114000,15513,2488,Mazda,6
Skoda Superb,Jelenia Góra,Diesel,2007,27000,117052,1896,Skoda,Superb
Opel Insignia,Gdańsk,Benzyna,2020,87900,63797,1490,Opel,Insignia
Honda Civic 1.5 i-VTEC Turbo Sport Plus,Wołomin,Benzyna,2020,55900,31432,1498,Honda,Civic
Peugeot 3008 2.0 BlueHDi GT S&S EAT8,Warszawa,Diesel,2020,146950,24241,1997,Peugeot,3008
Volkswagen Passat 1.5 TSI EVO Elegance DSG,Stary Sącz,Benzyna,2021,136500,18500,1498,Volkswagen,Passat
Fiat Panda,Tomaszów Mazowiecki,Benzyna,2009,12900,188675,1242,Fiat,Panda
BMW X5 3.5d xDrive,Siedlce,Diesel,2008,68500,92500,2993,BMW,X5
Opel Astra IV 1.6 Active,Myślenice,Benzyna,2017,44500,196000,1598,Opel,Astra
Audi A4 Avant 1.8 TFSI multitronic S line Sportpaket (plus),Augustów,Benzyna,2008,35000,10,1798,Audi,A4
Suzuki Vitara 1.5 Strong Hybrid Premium 4WD AGS,Rybnik,Benzyna,2022,119499,10,1997,Suzuki,Vitara
Ford Mondeo Turnier 2.0 TDCi Start-Stopp PowerShift-Aut Vignale,Mysłowice,Diesel,2017,71900,179399,998,Ford,Mondeo
BMW Seria 7 740d xDrive,Warszawa,Diesel,2015,164900,148000,1993,BMW,Seria 7
Honda Civic,Warszawa,Hybryda,2023,157700,10,1496,Honda,Civic
Toyota Yaris 1.5 Active,Kalisz,Benzyna,2020,53900,121000,1998,Toyota,Yaris
Lexus RX 200t / 300 Prestige,Szczecin,Benzyna,2016,139900,140696,,Lexus,0
Ford Focus 1.0 EcoBoost Titanium,Bytom,Benzyna,2023,124900,1,999,Ford,Focus
Lexus RX 200t / 300 Prestige,Szczecin,Benzyna,2016,139900,140696,1498,Lexus,0
Volkswagen Tiguan 1.5 TSI EVO R-Line DSG,Piotrków Trybunalski,Benzyna,2023,203000,7,1399,Volkswagen,Tiguan
Opel Astra V 1.4 T Enjoy,Bydgoszcz,Benzyna,2018,54900,165703,2226,Opel,Astra
Audi 200,Poznań,Benzyna,1988,27900,216000,1498,Audi,0
Volkswagen T-Roc 1.5 TSI ACT Advance,Mińsk Mazowiecki,Benzyna,2021,108900,9258,1998,Volkswagen,T-Roc
Mazda CX-5 2.0 Exclusive-Line 2WD,Wrocław,Benzyna,2023,188800,5,2995,Mazda,CX-5
Volvo V40 CC D4 Drive-E Kinetic,Rzeszów,Diesel,2014,40500,20334,1332,Volvo,V40
Nissan Qashqai 1.3 DIG-T mHEV Tekna+ Xtronic,Wrocław,Benzyna,2022,164900,1,999,Nissan,Qashqai
Ford Focus 1.0 EcoBoost Titanium,Bytom,Benzyna,2023,124900,7,1968,Ford,Focus
Volkswagen Tiguan 2.0 TDI SCR 4Mot R-Line DSG,Piotrków Trybunalski,Diesel,2023,239850,21500,1968,Volkswagen,Tiguan
Renault Kadjar 1.2 Energy TCe Intens,Radostów Średni,Benzyna,2015,53200,69000,1490,Renault,Kadjar
Opel Insignia 1.5 T GPF Innovation S&S,Konin,Benzyna,2018,65950,144000,1991,Opel,Insignia
Mercedes-Benz Klasa E,Gniezno,Benzyna,2013,79900,165000,1968,Mercedes-Benz,0
Honda Civic,Warszawa,Hybryda,2023,163900,10,1496,Honda,Civic
Mazda MX-5 2.0 Exclusive-Line i-ELOOP,Wrocław,Benzyna,2023,155100,5,2995,Mazda,MX-5
Nissan Qashqai 1.3 DIG-T mHEV Tekna+ Xtronic,Wrocław,Benzyna,2022,164900,7,1968,Nissan,Qashqai
Volkswagen Tiguan 2.0 TDI SCR 4Mot R-Line DSG,Piotrków Trybunalski,Diesel,2023,239850,1,999,Volkswagen,Tiguan
Citroën C5 Aircross 1.5 BlueHDi Shine EAT8,Kraków,Diesel,2023,149900,2,1499,Citroën,C5
BMW Seria 7 740d xDrive,Warszawa,Diesel,2015,164900,148000,2993,BMW,Seria 7
Ford Focus 1.0 EcoBoost Titanium,Bytom,Benzyna,2023,124900,21500,1968,Ford,Focus
Toyota Yaris 1.5 Active,Kalisz,Benzyna,2020,53900,121000,,Toyota,Yaris
Volkswagen Tiguan 1.5 TSI EVO R-Line DSG,Piotrków Trybunalski,Benzyna,2023,203000,7,,Volkswagen,Tiguan
Opel Astra V 1.4 T Enjoy,Bydgoszcz,Benzyna,2018,54900,165703,,Opel,Astra
Fiat Grande Punto 1.2 8V Dynamic,Ostrowiec Świętokrzyski,Benzyna,2009,11900,264000,1395,Fiat,0
Skoda Octavia 1.4 TSI Ambition,Gliwice,Benzyna,2017,64000,119000,1968,Skoda,Octavia
Audi Q5 2.0 TDI Quattro,Mogilno,Diesel,2012,62000,217000,1998,Audi,Q5
Mazda 3 2.0 Skyenergy,Kosina,Benzyna,2017,67900,56800,1598,Mazda,3
Alfa Romeo 147,Zgorzelec,Benzyna,2008,5990,200000,1997,Alfa Romeo,0
Ford Kuga 2.0 TDCi 4WD Titanium,Mogilno,Diesel,2013,55800,178000,1995,Ford,Kuga
BMW X1 xDrive18d,Mogilno,Diesel,2012,31500,245000,1968,BMW,X1
Audi Q5 2.0 TDI Quattro Prime Line,Elbląg,Diesel,2011,59999,245471,1490,Audi,Q5
Opel Insignia,Gdańsk,Benzyna,2019,79900,95719,1984,Opel,Insignia
Audi A4 35 TFSI mHEV S tronic,Modlnica,Benzyna,2021,145900,38750,1498,Audi,A4
Skoda Octavia,Gdańsk,Benzyna,2019,69900,88848,1197,Skoda,Octavia
Seat Leon,Gdańsk,Benzyna,2018,46500,86924,1798,Seat,Leon
Audi A4 1.8 TFSI Multitronic,Białobrzegi,Benzyna,2009,33999,238358,1995,Audi,A4
BMW Seria 5 520d xDrive,Płock,Diesel,2014,82900,185000,1395,BMW,Seria 5
Skoda Octavia,Gdańsk,Benzyna,2018,63900,134734,1398,Skoda,Octavia
Opel Meriva,Grudziądz,Benzyna,2011,26500,186000,1968,Opel,Meriva
Audi A4,Zgierz,Diesel,2016,65900,180000,1461,Audi,A4
Suzuki Jimny 1.5 JLX / Comfort diesel,Stara Kamienica,Diesel,2006,33999,115123,1499,Suzuki,Jimny
BMW X1 sDrive18i Advantage,Wrocław,Benzyna,2018,109900,15000,2230,BMW,X1
Peugeot 407 2.2 SV Executive,Tomaszów Mazowiecki,Benzyna+LPG,2005,11000,192543,2494,Peugeot,407
BMW Seria 3,Brodnica,Benzyna,2005,21900,260000,,BMW,Seria 3
Mercedes-Benz ML,Bydgoszcz,Diesel,2013,103000,219000,2987,Mercedes-Benz,0
Audi A3 2.0 TDI Sport,Rybnik,Diesel,2018,83900,142578,1968,Audi,A3
Skoda Octavia 1.4 TSI Ambition,Gliwice,Benzyna,2017,64000,119000,1395,Skoda,Octavia
Mercedes-Benz Klasa V 250 (BlueTEC) d extralang 4Matic 7G-TRONIC Avantgarde Edition,Ropczyce,Diesel,2015,179900,133000,,Mercedes-Benz,0
Audi Q5 2.0 TDI Quattro,Mogilno,Diesel,2012,62000,217000,1997,Audi,Q5
Ford Kuga 2.0 TDCi 4WD Titanium,Mogilno,Diesel,2013,55800,178000,1998,Ford,Kuga
Alfa Romeo 147,Zgorzelec,Benzyna,2008,5990,200000,1995,Alfa Romeo,0
BMW Seria 3,Brodnica,Benzyna,2005,21900,260000,1598,BMW,Seria 3
Volkswagen up! e-up,Białystok,Elektryczny,2020,69900,55000,1997,Volkswagen,0
Suzuki Vitara 1.5 Strong Hybrid Premium 4WD AGS,Rybnik,Benzyna,2022,119499,10,,Suzuki,Vitara
Kia Rio 1.0 T-GDI L DCT,Grójec,Benzyna,2023,94900,10,,Kia,Rio
Peugeot 206 1.4 Happy,Czerwionka-Leszczyny,Benzyna,2007,12200,275000,1360,Peugeot,206+
Cupra Formentor 2.0 TSI 4Drive DSG,Chorzów,Benzyna,2023,195000,55548,1984,DS,0
Mercedes-Benz Klasa A,Komorniki,Diesel,2018,71832,167372,1461,Mercedes-Benz,0
Opel Astra,Marki,Benzyna+LPG,2014,33900,230000,1364,Opel,Astra
Ford Fiesta 1.25 Ghia,Mogilno,Benzyna,2009,19800,61300,1242,Ford,Fiesta
Renault Grand Espace,Mikołów,Benzyna,2012,59900,9400,1995,Renault,0
Kia Venga 1.6 CVVT Platinum Edition,Masłowo,Benzyna,2015,45990,40000,1591,Kia,Venga
Mercedes-Benz Klasa C 180 Coupe (BlueEFFICIENCY) 7G-TRONIC,Bydgoszcz,Benzyna,2014,34900,79200,1595,Mercedes-Benz,0
Honda Odyssey,Janki,Benzyna,2020,147700,240000,3471,Honda,0
Fiat 500 1.2 8V Pop,Mikołów,Benzyna,2019,47900,276000,1242,Fiat,500
Skoda Superb 1.5 TSI ACT Ambition DSG,Tarnów,Benzyna,2018,89000,5,1498,Skoda,Superb
Opel Insignia,Września,Diesel,2009,22900,255000,1956,Opel,Insignia
Ford Fiesta 1.25 Ghia,Mogilno,Benzyna,2009,19800,182000,1242,Ford,Fiesta
Renault Grand Espace,Mikołów,Benzyna,2012,59900,204156,1995,Renault,0
Kia Venga 1.6 CVVT Platinum Edition,Masłowo,Benzyna,2015,45990,101790,1591,Kia,Venga
Opel Astra IV GTC 1.6 T Sport,Gniezno,Benzyna,2012,36999,210400,1598,Opel,Astra
Cupra Formentor 1.5 TSI DSG,Łódź,Benzyna,2023,169636,1,,DS,0
Opel Grandland,Kraków,Benzyna,2022,117300,5,1199,Opel,0
Ford Fiesta 1.6 TDCi Trend,Warszawa,Diesel,2015,29900,114268,1560,Ford,Fiesta
Volkswagen Passat 2.0 TDI DPF Sportline,Czerwionka-Leszczyny,Diesel,2009,22800,277000,1968,Volkswagen,Passat
Peugeot 206 1.4 Happy,Czerwionka-Leszczyny,Benzyna,2007,12200,138000,1360,Peugeot,206+
Cupra Formentor 2.0 TSI 4Drive DSG,Chorzów,Benzyna,2023,195000,1,1984,DS,0
Mercedes-Benz Klasa A,Komorniki,Diesel,2018,71832,159737,1461,Mercedes-Benz,0
Opel Astra,Marki,Benzyna+LPG,2014,33900,275000,1364,Opel,Astra
Skoda RAPID 1.0 TSI Ambition,Rzeszotary,Benzyna,2018,47900,55548,999,Skoda,0
Ford Fiesta,Łódź,Benzyna,2009,17500,167372,1242,Ford,Fiesta
Subaru G3X Justy,Ostrowiec Świętokrzyski,Benzyna,2004,12999,230000,1328,Subaru,0
Kia Rio 1.2 Attract,Rzeszów,Benzyna,2015,37900,138000,1248,Kia,Rio
Honda Jazz 1.2 Trend,Mogilno,Benzyna,2010,22700,154000,1198,Honda,Jazz
Audi A3 2.0 TDI Sport,Rybnik,Diesel,2018,83900,142578,1395,Audi,A3
Skoda Octavia 1.4 TSI Ambition,Gliwice,Benzyna,2017,64000,119000,1242,Skoda,Octavia
Mazda 3 2.0 Skyenergy,Kosina,Benzyna,2017,67900,56800,,Mazda,3
Skoda Superb 1.5 TSI ACT Ambition DSG,Tarnów,Benzyna,2018,89000,255000,1498,Skoda,Superb
Opel Insignia,Września,Diesel,2009,22900,5,1956,Opel,Insignia
BMW Seria 7 750i L,Nowe,Benzyna+LPG,2005,37900,244100,4799,BMW,Seria 7
Mercedes-Benz Klasa C 200 d AMG,Wrocław,Diesel,2023,264475,165000,1993,Mercedes-Benz,0
Toyota Auris,Skórka,Hybryda,2018,53500,165000,1798,Toyota,Auris
Mercedes-Benz Klasa C 200 d AMG,Wrocław,Diesel,2023,264475,82000,1993,Mercedes-Benz,0
Audi A4 2.0 TDI Quattro Sport S tronic,Bystra,Diesel,2017,76600,203468,1968,Audi,A4
Volvo S60 D5 Drive-E R-Design Kinetic,Mierzyn,Diesel,2016,69900,177000,1969,Volvo,S60
Mitsubishi Space Star 1.2 Invite SDA CVT,Przeźmierowo,Benzyna,2022,67600,240,1193,Mitsubishi,0
Skoda Fabia 1.0 TSI Ambition,Poznań,Benzyna,2023,86650,5,999,Skoda,Fabia
Skoda Kamiq 1.5 TSI Style,Poznań,Benzyna,2023,121100,114268,1498,Skoda,Kamiq
Opel Grandland,Kraków,Benzyna,2022,117300,277000,1199,Opel,0
Ford Fiesta 1.6 TDCi Trend,Warszawa,Diesel,2015,29900,138000,1560,Ford,Fiesta
Volkswagen Passat 2.0 TDI DPF Sportline,Czerwionka-Leszczyny,Diesel,2009,22800,1,1968,Volkswagen,Passat
Peugeot 206 1.4 Happy,Czerwionka-Leszczyny,Benzyna,2007,12200,159737,1360,Peugeot,206+
Cupra Formentor 2.0 TSI 4Drive DSG,Chorzów,Benzyna,2023,195000,275000,1984,DS,0
Mercedes-Benz Klasa A,Komorniki,Diesel,2018,71832,55548,1461,Mercedes-Benz,0
Opel Astra,Marki,Benzyna+LPG,2014,33900,167372,1364,Opel,Astra
Skoda RAPID 1.0 TSI Ambition,Rzeszotary,Benzyna,2018,47900,230000,999,Skoda,0
Ford Fiesta,Łódź,Benzyna,2009,17500,138000,1242,Ford,Fiesta
Subaru G3X Justy,Ostrowiec Świętokrzyski,Benzyna,2004,12999,154000,1328,Subaru,0
Kia Rio 1.2 Attract,Rzeszów,Benzyna,2015,37900,182000,1248,Kia,Rio
Honda Jazz 1.2 Trend,Mogilno,Benzyna,2010,22700,204156,1198,Honda,Jazz
Ford Fiesta 1.25 Ghia,Mogilno,Benzyna,2009,19800,101790,1242,Ford,Fiesta
Renault Grand Espace,Mikołów,Benzyna,2012,59900,61300,1995,Renault,0
Kia Venga 1.6 CVVT Platinum Edition,Masłowo,Benzyna,2015,45990,9400,1591,Kia,Venga
Mercedes-Benz Klasa C 180 Coupe (BlueEFFICIENCY) 7G-TRONIC,Bydgoszcz,Benzyna,2014,34900,40000,1595,Mercedes-Benz,0
Honda Odyssey,Janki,Benzyna,2020,147700,79200,3471,Honda,0
Fiat 500 1.2 8V Pop,Mikołów,Benzyna,2019,47900,240000,1242,Fiat,500
Skoda Superb 1.5 TSI ACT Ambition DSG,Tarnów,Benzyna,2018,89000,276000,1498,Skoda,Superb
BMW Seria 7 750i L,Nowe,Benzyna+LPG,2005,37900,5,4799,BMW,Seria 7
Toyota Auris,Skórka,Hybryda,2018,53500,244100,1798,Toyota,Auris
Seat Altea XL,Puławy,Benzyna+CNG,2008,16900,82000,1595,Seat,Altea
Jaguar XF 3.0 V6 D Premium Luxury,Poznań,Diesel,2009,49900,1,2993,Jaguar,XF
BMW Seria 7 750i L,Nowe,Benzyna+LPG,2005,37900,255000,4799,BMW,Seria 7
Mercedes-Benz Klasa C 200 d AMG,Wrocław,Diesel,2023,264475,244100,1993,Mercedes-Benz,0
Kia Stonic,Łódź,Benzyna,2023,80190,10,2487,Kia,Stonic
Toyota Camry,Warszawa,Hybryda,2020,129900,44000,1995,Toyota,Camry
Renault Megane 1.5 dCi Limited EDC,Gniezno,Diesel,2018,59800,123000,1950,Renault,Megane
Mercedes-Benz Klasa C 220 d 4MATIC 9G-TRONIC,Gniezno,Diesel,2019,109800,191000,2967,Mercedes-Benz,0
Volkswagen New Beetle 1.6 BlackOrange,Gniezno,Benzyna,2010,29800,160000,1248,Volkswagen,0
Hyundai i20 1.2 Classic,Gniezno,Benzyna,2010,13800,179000,1461,Hyundai,i20
Dacia Duster 1.5 Blue dCi Prestige EU6d,Gniezno,Diesel,2019,66800,131000,1984,Dacia,Duster
Audi Q5 45 TFSI mHEV Quattro S tronic,Warszawa,Benzyna,2020,136900,61000,1686,Audi,Q5
Opel Astra,Mirsk,Diesel,2010,23900,168000,1598,Opel,Astra
Renault Fluence 1.6 16V Limited,Świdnica,Benzyna+LPG,2016,35900,145000,1998,Renault,Fluence
Honda Accord 2.0 Comfort,Zamość,Benzyna,2009,34900,120000,3982,Honda,Accord
Skoda Fabia 1.0 TSI Ambition Plus,Raszyn,Benzyna,2019,39999,125000,1199,Skoda,Fabia
Opel Grandland 1.2 T Business Edition S&S,Wrocław,Benzyna,2022,129850,1,3982,Opel,0
Opel Mokka 1.4 Turbo ecoFLEX Start/Stop 4x4 Color Edition,Podegrodzie,Benzyna,2014,49900,131136,1498,Opel,Mokka
