marka,model,pojemnosc.skokowa.silnika,rodzaj.paliwa,rodzaj.pierwszego.paliwa.alternatywnego,data.pierwszej.rejestracji,data.pierwszej.rejestracji.w.kraju,data.ostatniej.rejestracji.w.kraju,data.wprowadzenia.danych,rejestracja.wojewodztwo,rejestracja.gmina,rejestracja.powiat,moc.netto.silnika,masa.wlasna,poziom.emisji.co2,srednie.zuzycie.paliwa,rok_produkcji
FORD,FIESTA,1242,BENZYNA,"",2014-03-27,2019-06-11,2023-06-22,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,60,1055,,,2014
SKODA,OCTAVIA,999,BENZYNA,"",2019-06-11,2019-06-11,2023-06-02,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,85,1214,118,,2019
FORD,FIESTA,1299,BENZYNA,"",2004-07-29,2019-06-11,2023-06-20,"",ZACHODNIOPOMORSKIE,DRAWSKO POMORSKIE,DRAWSKI,44,1117,,,2004
MAZDA,3,1598,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2004-08-03,2019-06-12,2023-06-13,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,77,1285,,,2004
SKODA,OCTAVIA,1968,OLEJ NAPĘDOWY,"",2019-06-12,2019-06-12,2023-06-15,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,110,1405,129,,2019
SUBARU,XV,1600,BENZYNA,"",2019-06-12,2019-06-12,2023-06-19,"",ZACHODNIOPOMORSKIE,ŚWINOUJŚCIE,ŚWINOUJŚCIE,84,1429,157,,2019
MERCEDES-BENZ,GLS 350 D 4MATIC,2987,OLEJ NAPĘDOWY,"",2019-06-12,2019-06-12,2023-06-16,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,190,2635,214,,2018
AUDI,A4,1968,OLEJ NAPĘDOWY,"",2012-08-03,2019-06-12,2023-06-27,"",ZACHODNIOPOMORSKIE,KOŁOBRZEG,KOŁOBRZESKI,105,1555,,,2012
PEUGEOT,308,1598,BENZYNA,"",2009-12-29,2019-06-12,2023-07-04,"",ZACHODNIOPOMORSKIE,SŁAWNO,SŁAWIEŃSKI,110,1415,,,2009
RENAULT,TRAFIC,1598,OLEJ NAPĘDOWY,"",2019-06-12,2019-06-12,2023-06-23,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,89,2053,179,,2019
FORD,FUSION,1399,OLEJ NAPĘDOWY,"",2009-12-03,2019-06-13,2023-06-26,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,50,1082,,,2009
HYUNDAI,TUCSON,1995,OLEJ NAPĘDOWY,"",2019-06-13,2019-06-13,2023-06-01,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,136,1744,150,,2019
FORD,KUGA,1498,BENZYNA,"",2019-06-14,2019-06-14,2023-07-06,"",ZACHODNIOPOMORSKIE,BIAŁOGARD,BIAŁOGARDZKI,129,1664,213,,2019
SEAT,ALHAMBRA,1968,OLEJ NAPĘDOWY,"",2019-06-14,2019-06-14,2023-06-29,"",ZACHODNIOPOMORSKIE,STARGARD,STARGARDZKI,110,1878,,,2019
OPEL,ZAFIRA,1796,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2009-06-10,2019-06-14,2023-06-12,"",ZACHODNIOPOMORSKIE,SŁAWNO,SŁAWIEŃSKI,103,1503,,,2009
PEUGEOT,EXPERT TRAVELLER,1499,OLEJ NAPĘDOWY,"",2019-06-14,2019-06-14,2023-06-23,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,88,1660,157,,2019
CITROEN,C3,1560,OLEJ NAPĘDOWY,"",2007-09-28,2019-06-14,2023-06-05,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,80,1239,,,2007
SKODA,OCTAVIA,1598,OLEJ NAPĘDOWY,"",2013-10-23,2019-06-17,2023-06-27,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,77,1245,,,2013
AUDI,A5,1984,BENZYNA,"",2009-04-20,2019-06-17,2023-07-06,"",ZACHODNIOPOMORSKIE,DRAWSKO POMORSKIE,DRAWSKI,132,1495,,,2009
SKODA,OCTAVIA,1968,OLEJ NAPĘDOWY,"",2019-06-17,2019-06-17,2023-06-27,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,135,1568,160,,2018
TOYOTA,AURIS,1598,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2019-06-17,2019-06-17,2023-06-12,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,97,1282,162,,2018
NISSAN,QASHQAI,1997,BENZYNA,"",2010-02-19,2019-06-17,2023-06-16,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,104,1431,,,2010
KIA,CEE'D,1591,BENZYNA,"",2008-04-08,2019-06-18,2023-06-19,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,93,1257,,,2008
SEAT,IBIZA,1198,BENZYNA,"",2007-11-29,2019-06-18,2023-06-05,"",ZACHODNIOPOMORSKIE,STARGARD,STARGARDZKI,44,1127,,,2007
BMW,M850I XDRIVE,4395,BENZYNA,"",2019-06-18,2019-06-18,2023-07-05,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,390,1890,221,,2019
SKODA,OCTAVIA,1598,OLEJ NAPĘDOWY,"",2015-09-30,2019-06-18,2023-06-16,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,81,1402,,,2015
SKODA,OCTAVIA,1968,OLEJ NAPĘDOWY,"",2019-06-18,2019-06-18,2023-06-29,"",ZACHODNIOPOMORSKIE,POLICE,POLICKI,110,1378,110,,2018
SEAT,ATECA,1968,OLEJ NAPĘDOWY,"",2019-06-18,2019-06-18,2023-07-05,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,110,1498,138,,2019
VOLKSWAGEN,GOLF,1595,BENZYNA,NIE DOTYCZY,2000-06-14,2019-06-18,2023-06-01,"",ZACHODNIOPOMORSKIE,KOŁOBRZEG,KOŁOBRZESKI,74,1253,,,2000
VOLKSWAGEN,UP!,999,BENZYNA,"",2019-06-18,2019-06-18,2023-06-28,"",ZACHODNIOPOMORSKIE,DRAWSKO POMORSKIE,DRAWSKI,44,931,101,,2019
FIAT,PANDA,1242,BENZYNA,"",2019-06-19,2019-06-19,2023-06-19,"",ZACHODNIOPOMORSKIE,GOLENIÓW,GOLENIOWSKI,51,980,,,2019
SKODA,CITIGO,999,BENZYNA,"",2016-11-16,2019-06-19,2023-06-09,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,44,985,,,2016
VOLKSWAGEN,GOLF,1968,OLEJ NAPĘDOWY,"",2015-11-04,2019-06-19,2023-06-16,"",ZACHODNIOPOMORSKIE,SZCZECINEK,SZCZECINECKI,135,1495,,,2015
LAND ROVER,FREELANDER,1796,BENZYNA,"",2003-03-14,2019-06-19,2023-07-06,"",ZACHODNIOPOMORSKIE,WAŁCZ,WAŁECKI,86,1520,,,2002
TOYOTA,COROLLA,1598,BENZYNA,"",2019-06-21,2019-06-21,2023-06-28,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,97,1323,,,2019
VOLKSWAGEN,PASSAT,1595,BENZYNA,"",2000-03-08,2019-06-21,2023-06-05,"",ZACHODNIOPOMORSKIE,PYRZYCE,PYRZYCKI,74,1357,,,2000
HYUNDAI,I30,1368,BENZYNA,"",2019-06-24,2019-06-24,2023-06-20,"",ZACHODNIOPOMORSKIE,MYŚLIBÓRZ,MYŚLIBORSKI,,1221,137,,2019
FORD,TRANSIT,1995,OLEJ NAPĘDOWY,"",2019-06-24,2019-06-24,2023-06-01,"",ZACHODNIOPOMORSKIE,SŁAWNO,SŁAWIEŃSKI,96,2178,240,,2019
HYUNDAI,COUPE GK,1975,BENZYNA,"",2003-01-28,2019-06-24,2023-06-26,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,105,1355,,,2003
VOLKSWAGEN,GOLF,1984,BENZYNA,"",2019-06-25,2019-06-25,2023-07-03,"",ZACHODNIOPOMORSKIE,KOŁOBRZEG,KOŁOBRZESKI,213,1434,161,,2019
PEUGEOT,3008,1560,OLEJ NAPĘDOWY,"",2011-08-01,2019-06-25,2023-06-21,"",ZACHODNIOPOMORSKIE,KOŁOBRZEG,KOŁOBRZESKI,82,1590,,,2011
SKODA,OCTAVIA,1598,OLEJ NAPĘDOWY,"",2019-06-25,2019-06-25,2023-06-12,"",ZACHODNIOPOMORSKIE,ŚWIDWIN,ŚWIDWIŃSKI,85,1318,113,,2019
JEEP,COMPASS,1956,OLEJ NAPĘDOWY,"",2019-06-26,2019-06-26,2023-06-15,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,125,1735,205,,2019
CITROEN,C3 AIRCROSS,1199,BENZYNA,"",2019-06-26,2019-06-26,2023-07-03,"",ZACHODNIOPOMORSKIE,GOLENIÓW,GOLENIOWSKI,81,1203,141,,2019
TOYOTA,RAV4,1987,BENZYNA,"",2019-06-26,2019-06-26,2023-07-04,"",ZACHODNIOPOMORSKIE,KOŁOBRZEG,KOŁOBRZESKI,129,1482,157,,2019
RENAULT,LAGUNA 2.0 KAT,1995,OLEJ NAPĘDOWY,"",2008-06-20,2019-06-26,2023-06-28,"",ZACHODNIOPOMORSKIE,WAŁCZ,WAŁECKI,110,1576,,,2008
BMW,320 D,1995,OLEJ NAPĘDOWY,"",2008-09-30,2019-06-27,2023-07-07,"",ZACHODNIOPOMORSKIE,WAŁCZ,WAŁECKI,130,1580,,,2008
CITROEN,C3 AIRCROSS,1199,BENZYNA,"",2019-06-27,2019-06-27,2023-06-22,"",ZACHODNIOPOMORSKIE,KOŁOBRZEG,KOŁOBRZESKI,61,1088,141,,2019
KIA,RIO,1248,BENZYNA,"",2016-02-12,2019-06-27,2023-07-06,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,,1094,,,2016
OPEL,MERIVA,1364,BENZYNA,"",2010-09-24,2019-06-27,2023-06-29,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,103,1393,,,2010
MAZDA,6,1798,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2006-08-22,2019-06-28,2023-06-21,"",ZACHODNIOPOMORSKIE,BIAŁOGARD,BIAŁOGARDZKI,88,1435,,,2006
SKODA,FABIA,1390,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2006-11-23,2019-06-28,2023-06-16,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,55,1135,,,2006
MAZDA,CX-3,1998,BENZYNA,"",2019-06-28,2019-06-28,2023-06-14,"",ZACHODNIOPOMORSKIE,DRAWSKO POMORSKIE,DRAWSKI,110,1292,152,,2019
SKODA,CITIGO,999,BENZYNA,"",2019-07-01,2019-07-01,2023-06-13,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,44,898,112,,2019
VOLKSWAGEN,T-ROC,1498,BENZYNA,"",2019-07-01,2019-07-01,2023-07-03,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,110,1442,165,,2019
SEAT,LEON,1598,OLEJ NAPĘDOWY,"",2015-02-26,2019-07-02,2023-07-05,"",ZACHODNIOPOMORSKIE,MYŚLIBÓRZ,MYŚLIBORSKI,81,1280,,,2015
TOYOTA,AURIS,1329,BENZYNA,"",2011-06-07,2019-07-03,2023-06-23,"",ZACHODNIOPOMORSKIE,MYŚLIBÓRZ,MYŚLIBORSKI,73,1325,,,2010
PEUGEOT,307,1997,OLEJ NAPĘDOWY,"",2006-09-28,2019-07-03,2023-07-03,"",ZACHODNIOPOMORSKIE,WAŁCZ,WAŁECKI,100,1500,,,2006
AUDI,A4,1968,OLEJ NAPĘDOWY,"",2010-12-01,2019-07-03,2023-06-12,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,88,1530,134,,2010
FORD,KUGA,1498,BENZYNA,NIE DOTYCZY,2019-07-04,2019-07-04,2023-06-12,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,129,1664,213,,2019
TOYOTA,TOYOTA COROLLA,1798,BENZYNA,ENERGIA ELEKTRYCZNA,2019-07-04,2019-07-04,2023-06-21,"",ZACHODNIOPOMORSKIE,ŚWIDWIN,ŚWIDWIŃSKI,72,1392,97,,2019
AUDI,A4,1968,OLEJ NAPĘDOWY,"",2010-07-17,2019-07-04,2023-06-26,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,125,1675,,,2010
VOLKSWAGEN,EOS,1984,BENZYNA,"",2006-11-29,2019-07-05,2023-06-27,"",ZACHODNIOPOMORSKIE,ŚWINOUJŚCIE,ŚWINOUJŚCIE,110,1556,,,2006
KIA,CEE'D,1396,BENZYNA,"",2010-10-15,2019-07-08,2023-06-29,"",ZACHODNIOPOMORSKIE,GOLENIÓW,GOLENIOWSKI,66,1263,,,2009
SMART,FORFOUR,1332,BENZYNA,"",2004-06-08,2019-07-09,2023-06-07,"",ZACHODNIOPOMORSKIE,GRYFINO,GRYFIŃSKI,70,1045,,,2004
SKODA,SUPERB,1896,OLEJ NAPĘDOWY,"",2004-12-20,2019-07-09,2023-07-06,"",ZACHODNIOPOMORSKIE,STARGARD,STARGARDZKI,96,1596,,,2004
AUDI,A4,1984,BENZYNA,"",2003-04-11,2019-07-10,2023-06-05,"",ZACHODNIOPOMORSKIE,GOLENIÓW,GOLENIOWSKI,96,1420,,,2003
AUDI,A3,1598,OLEJ NAPĘDOWY,"",2010-07-01,2019-07-10,2023-07-06,"",ZACHODNIOPOMORSKIE,DRAWSKO POMORSKIE,DRAWSKI,77,1315,102,,2010
KIA,CEED,1598,OLEJ NAPĘDOWY,"",2019-07-15,2019-07-15,2023-07-06,"",ZACHODNIOPOMORSKIE,ŚWIDWIN,ŚWIDWIŃSKI,85,1350,121,,2019
VOLKSWAGEN,T-CROSS,999,BENZYNA,"",2019-07-15,2019-07-15,2023-06-14,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,85,1225,117,,2019
FORD,KA 1.3 KAT,1299,BENZYNA,"",2003-09-30,2019-07-15,2023-06-05,"",ZACHODNIOPOMORSKIE,ŚWIDWIN,ŚWIDWIŃSKI,51,962,,,2003
OPEL,ASTRA SPORTS TOURER,1686,OLEJ NAPĘDOWY,"",2013-05-31,2019-07-15,2023-07-04,"",ZACHODNIOPOMORSKIE,SŁAWNO,SŁAWIEŃSKI,81,1613,,,2013
CHEVROLET,CAPTIVA,1991,OLEJ NAPĘDOWY,"",2007-09-05,2019-07-16,2023-06-15,"",ZACHODNIOPOMORSKIE,KOŁOBRZEG,KOŁOBRZESKI,110,1980,,,2007
AUDI,A6,1968,OLEJ NAPĘDOWY,NIE DOTYCZY,2013-10-01,2019-07-16,2023-06-23,"",ZACHODNIOPOMORSKIE,GOLENIÓW,GOLENIOWSKI,130,1725,,,2013
VOLKSWAGEN,SHARAN,1896,OLEJ NAPĘDOWY,"",2005-01-20,2019-07-17,2023-06-26,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,96,1760,,,2004
CITROEN,PICASSO,1997,OLEJ NAPĘDOWY,"",2016-12-01,2019-07-17,2023-06-29,"",ZACHODNIOPOMORSKIE,GOLENIÓW,GOLENIOWSKI,110,1476,,,2016
KIA,CARENS,1991,OLEJ NAPĘDOWY,"",2019-07-17,2019-07-17,2023-07-06,"",ZACHODNIOPOMORSKIE,KOŁOBRZEG,KOŁOBRZESKI,103,1657,,,2007
SEAT,TARRACO,1498,BENZYNA,"",2019-07-18,2019-07-18,2023-07-07,"",ZACHODNIOPOMORSKIE,DRAWSKO POMORSKIE,DRAWSKI,110,1595,168,,2019
MERCEDES-BENZ,GLC 200 D 4MATIC,1950,OLEJ NAPĘDOWY,"",2019-07-18,2019-07-18,2023-07-06,"",ZACHODNIOPOMORSKIE,KAMIEŃ POMORSKI,KAMIEŃSKI,120,1835,158,6,2019
BMW,3,1995,OLEJ NAPĘDOWY,"",2010-06-07,2019-07-19,2023-07-06,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,105,1580,,,2009
TOYOTA,CAMRY,2487,BENZYNA,"",2019-07-24,2019-07-24,2023-07-07,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,131,1608,100,,2019
RENAULT,LAGUNA,1998,BENZYNA,"",2004-06-25,2019-07-24,2023-07-05,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,99,1425,,,2004
SEAT,LEON ST,1598,OLEJ NAPĘDOWY,"",2014-06-02,2019-07-25,2023-07-06,"",ZACHODNIOPOMORSKIE,GRYFICE,GRYFICKI,81,1280,,,2014
RENAULT,"",1598,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2011-02-04,2019-07-25,2023-06-29,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,74,1280,,,2011
TOYOTA,COROLLA,1798,BENZYNA,ENERGIA ELEKTRYCZNA,2019-07-26,2019-07-26,2023-07-07,"",ZACHODNIOPOMORSKIE,KOŁOBRZEG,KOŁOBRZESKI,72,1370,97,,2019
BMW,525 D,2993,OLEJ NAPĘDOWY,"",2009-11-02,2019-07-29,2023-07-07,"",ZACHODNIOPOMORSKIE,GRYFINO,GRYFIŃSKI,145,1670,,,2009
BMW,428I,1997,BENZYNA,"",2015-01-01,2019-07-29,2023-06-29,"",ZACHODNIOPOMORSKIE,ŚWIDWIN,ŚWIDWIŃSKI,180,1585,,,2015
MAZDA,5,1560,OLEJ NAPĘDOWY,"",2011-01-21,2019-07-29,2023-06-05,"",ZACHODNIOPOMORSKIE,PYRZYCE,PYRZYCKI,85,1572,,,2010
VOLKSWAGEN,GOLF,1598,OLEJ NAPĘDOWY,"",2010-01-15,2019-07-30,2023-07-07,"",ZACHODNIOPOMORSKIE,MYŚLIBÓRZ,MYŚLIBORSKI,77,1318,,,2010
FORD,ECOSPORT,998,BENZYNA,"",2019-07-30,2019-07-30,2023-06-27,"",ZACHODNIOPOMORSKIE,POLICE,POLICKI,103,1299,146,7,2019
NISSAN,QASHQAI,1461,OLEJ NAPĘDOWY,"",2011-08-01,2019-07-31,2023-06-19,"",ZACHODNIOPOMORSKIE,GOLENIÓW,GOLENIOWSKI,81,1320,,,2011
BMW,3,1995,OLEJ NAPĘDOWY,"",2008-02-22,2019-08-01,2023-07-05,"",ZACHODNIOPOMORSKIE,STARGARD,STARGARDZKI,105,1580,,,2008
SKODA,OCTAVIA,1968,OLEJ NAPĘDOWY,"",2015-10-06,2019-08-02,2023-06-09,"",ZACHODNIOPOMORSKIE,STARGARD,STARGARDZKI,110,1354,,,2015
BMW,118D,1995,OLEJ NAPĘDOWY,NIE DOTYCZY,2007-05-22,2019-08-06,2023-06-30,"",ZACHODNIOPOMORSKIE,DRAWSKO POMORSKIE,DRAWSKI,105,1395,,,2007
AUDI,A5 SPORTBACK,1968,OLEJ NAPĘDOWY,"",2017-07-05,2019-08-06,2023-06-30,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,140,1595,112,,2017
FORD,EDGE,1995,OLEJ NAPĘDOWY,"",2019-08-09,2019-08-09,2023-06-15,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,,2081,190,,2019
MAZDA,3,1349,BENZYNA,"",2005-11-15,2019-08-12,2023-07-07,"",ZACHODNIOPOMORSKIE,ŚWINOUJŚCIE,ŚWINOUJŚCIE,62,1180,,,2005
VOLVO,V70,2400,OLEJ NAPĘDOWY,"",2010-04-30,2019-08-12,2023-06-12,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,129,1690,,,2010
DACIA,DUSTER,1598,BENZYNA,"",2019-08-12,2019-08-12,2023-06-22,"",ZACHODNIOPOMORSKIE,GRYFINO,GRYFIŃSKI,84,1222,173,,2019
MERCEDES-BENZ,C220,2148,OLEJ NAPĘDOWY,"",2007-01-08,2019-08-12,2023-06-29,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,110,1490,,,2006
NISSAN,PRIMERA,1769,BENZYNA,"",2002-08-07,2019-08-13,2023-06-12,"",ZACHODNIOPOMORSKIE,ŁOBEZ,ŁOBESKI,85,1343,,,2002
PEUGEOT,308,1560,OLEJ NAPĘDOWY,"",2014-12-24,2019-08-13,2023-06-22,"",ZACHODNIOPOMORSKIE,KOŁOBRZEG,KOŁOBRZESKI,88,1375,,,2014
NISSAN,QASHQAI,1332,BENZYNA,"",2019-08-13,2019-08-13,2023-06-29,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,117,1315,170,,2019
FORD,FOCUS,1499,OLEJ NAPĘDOWY,"",2019-08-14,2019-08-14,2023-06-29,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,88,1288,93,,2018
BMW,318 I,1995,BENZYNA,"",2009-08-31,2019-08-19,2023-06-16,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,105,1505,,,2009
BMW,316I,1796,BENZYNA,"",2003-08-29,2019-08-21,2023-06-05,"",ZACHODNIOPOMORSKIE,ŚWINOUJŚCIE,ŚWINOUJŚCIE,85,1415,,,2003
BMW,735I,3600,BENZYNA,"",2002-10-22,2019-08-21,2023-07-05,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,200,1935,,,2002
SUZUKI,VITARA,998,BENZYNA,"",2019-08-21,2019-08-21,2023-06-26,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,82,1205,122,,2019
SEAT,LEON ST,1498,BENZYNA,"",2019-08-21,2019-08-21,2023-06-14,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,96,1279,124,,2019
AUDI,A6,1968,OLEJ NAPĘDOWY,"",2015-03-16,2019-08-22,2023-06-21,"",ZACHODNIOPOMORSKIE,MYŚLIBÓRZ,MYŚLIBORSKI,140,1800,,,2015
AUDI,Q3,1498,BENZYNA,"",2019-08-28,2019-08-28,2023-06-05,"",ZACHODNIOPOMORSKIE,KAMIEŃ POMORSKI,KAMIEŃSKI,110,1547,170,,2019
MERCEDES-BENZ,GLA 220 4MATIC,1991,BENZYNA,"",2019-08-29,2019-08-29,2023-06-06,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,135,1525,164,,2019
OPEL,ASTRA,1598,BENZYNA,"",2004-05-27,2019-08-29,2023-07-05,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,77,1265,,,2004
DODGE,CHALLENGER,3604,BENZYNA,"",2015-01-01,2019-08-29,2023-06-27,"",ZACHODNIOPOMORSKIE,GRYFICE,GRYFICKI,227,1688,,,2015
FORD,FIESTA,998,BENZYNA,"",2019-08-30,2019-08-30,2023-06-07,"",ZACHODNIOPOMORSKIE,GOLENIÓW,GOLENIOWSKI,92,1166,,,2018
FIAT,PUNTO,1242,BENZYNA,"",2005-04-28,2019-09-03,2023-07-05,"",ZACHODNIOPOMORSKIE,MYŚLIBÓRZ,MYŚLIBORSKI,44,950,,,2004
CITROEN,C4 PICASSO,1560,OLEJ NAPĘDOWY,"",2012-02-22,2019-09-09,2023-06-23,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,82,1615,,,2012
PEUGEOT,307,1560,OLEJ NAPĘDOWY,"",2006-12-05,2019-09-12,2023-06-20,"",ZACHODNIOPOMORSKIE,WAŁCZ,WAŁECKI,80,1492,,,2006
CITROEN,C4,1560,OLEJ NAPĘDOWY,"",2015-02-19,2019-09-13,2023-06-01,"",ZACHODNIOPOMORSKIE,WAŁCZ,WAŁECKI,84,1280,,,2015
SKODA,FABIA,999,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2019-09-16,2019-09-16,2023-06-13,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,55,1074,120,,2019
SKODA,SUPERB,1968,OLEJ NAPĘDOWY,"",2010-10-25,2019-09-16,2023-06-23,"",ZACHODNIOPOMORSKIE,ŚWINOUJŚCIE,ŚWINOUJŚCIE,125,1594,,,2010
HYUNDAI,I30,1396,BENZYNA,"",2010-07-09,2019-09-17,2023-06-23,"",ZACHODNIOPOMORSKIE,ŁOBEZ,ŁOBESKI,80,1268,,,2010
TOYOTA,COROLLA,1598,BENZYNA,"",2019-09-17,2019-09-17,2023-06-20,"",ZACHODNIOPOMORSKIE,GOLENIÓW,GOLENIOWSKI,97,1279,,,2018
MERCEDES-BENZ,ML 320 CDI 4MATIC,2987,OLEJ NAPĘDOWY,"",2008-09-01,2019-09-17,2023-06-29,"",ZACHODNIOPOMORSKIE,ŚWINOUJŚCIE,ŚWINOUJŚCIE,165,2110,,,2008
VOLKSWAGEN,GOLF,1598,OLEJ NAPĘDOWY,"",2019-09-18,2019-09-18,2023-06-21,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,85,1381,113,,2019
FORD,MONDEO,1997,OLEJ NAPĘDOWY,"",2015-06-02,2019-09-18,2023-07-05,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,132,1602,,,2015
MERCEDES-BENZ,E 320,3199,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2002-06-14,2019-09-20,2023-06-23,"",ZACHODNIOPOMORSKIE,ŁOBEZ,ŁOBESKI,165,1645,,,2002
TOYOTA,TOYOTA YARIS,1496,BENZYNA,"",2019-09-23,2019-09-23,2023-06-26,"",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,82,1076,132,,2019
NISSAN,QASHQAI,1461,OLEJ NAPĘDOWY,"",2011-10-17,2019-09-24,2023-06-15,"",ZACHODNIOPOMORSKIE,ŁOBEZ,ŁOBESKI,81,1375,,,2011
KIA,CEED,1368,BENZYNA,"",2016-04-07,2019-09-25,2023-07-04,"",ZACHODNIOPOMORSKIE,BIAŁOGARD,BIAŁOGARDZKI,74,1321,,,2016
CITROEN,C5,1560,OLEJ NAPĘDOWY,"",2006-01-16,2019-09-30,2023-06-14,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,80,1499,,,2005
AUDI,A4,1896,OLEJ NAPĘDOWY,NIE DOTYCZY,2002-11-29,2019-09-30,2023-06-02,"",ZACHODNIOPOMORSKIE,MYŚLIBÓRZ,MYŚLIBORSKI,96,1535,,,2002
AUDI,A5,1984,BENZYNA,"",2010-05-14,2019-10-01,2023-06-07,"",ZACHODNIOPOMORSKIE,WAŁCZ,WAŁECKI,132,1575,,,2010
VOLKSWAGEN,GOLF,1390,BENZYNA,"",2000-08-22,2019-10-01,2023-07-06,"",ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,55,1137,,,2000
VOLKSWAGEN,CADDY LIFE,1896,OLEJ NAPĘDOWY,"",2008-01-10,2019-10-02,2023-07-07,"",ZACHODNIOPOMORSKIE,KAMIEŃ POMORSKI,KAMIEŃSKI,77,1550,,,2007
BMW,316 I,1895,BENZYNA,"",2000-02-10,2019-10-02,2023-06-16,"",ZACHODNIOPOMORSKIE,WAŁCZ,WAŁECKI,77,1360,,,1999
TOYOTA,YARIS,1496,BENZYNA,"",2019-10-07,2019-10-07,2023-06-13,"",ZACHODNIOPOMORSKIE,POLICE,POLICKI,82,1108,111,,2019
OPEL,CORSA,1398,BENZYNA,"",2014-05-23,2019-10-08,2023-06-28,"",ZACHODNIOPOMORSKIE,STARGARD,STARGARDZKI,64,1199,,,2014
RENAULT,CAPTUR,1197,BENZYNA,"",2013-09-16,2019-10-09,2023-06-20,"",ZACHODNIOPOMORSKIE,BIAŁOGARD,BIAŁOGARDZKI,88,1180,,,2013
